"start_index","end_index","start_name","end_name","min_start_index_time","mean_start_index_time","max_start_index_time","min_end_index_time","mean_end_index_time","max_end_index_time","min_path_time","mean_path_time","max_path_time","min_path_minus_start_time","mean_path_minus_start_time","max_path_minus_start_time","min_path_minus_end_time","mean_path_minus_end_time","max_path_minus_end_time","raw_start_index_time","raw_end_index_time","raw_path_time"
54,55,"fire8/expand3x3","fire8/relu_expand3x3",274.,276.90000000000003,329.,42.,42.8667,62.,307.,309.2667,367.,33.,32.3667,38.,266.40000000000003,266.40000000000003,305.,"{319., 284., 293., 280., 278., 277., 277., 282., 277., 277., 277., 277., 276., 276., 278., 276., 290., 277., 276., 275., 314., 312., 310., 329., 276., 276., 277., 276., 276., 276., 287., 277., 277., 274., 276., 276., 276., 275., 276., 276., 275., 277., 275., 275., 282., 277., 276., 276., 276., 277.}","{62., 47., 44., 44., 43., 43., 42., 42., 42., 42., 43., 43., 43., 43., 42., 42., 42., 42., 43., 43., 42., 42., 42., 43., 43., 43., 43., 43., 43., 43., 43., 43., 43., 43., 43., 43., 43., 43., 42., 43., 43., 43., 42., 42., 43., 43., 43., 58., 44., 43.}","{367., 316., 311., 328., 312., 309., 310., 310., 308., 309., 308., 309., 308., 308., 308., 309., 318., 310., 308., 307., 359., 349., 347., 336., 309., 309., 308., 309., 320., 311., 309., 310., 309., 310., 309., 309., 307., 309., 308., 308., 309., 321., 309., 309., 310., 308., 308., 308., 309., 308.}"
55,56,"fire8/relu_expand3x3","fire8/concat",42.,42.4,61.,63.,63.566700000000004,87.,"","","","","","","","","","{61., 46., 43., 43., 43., 43., 43., 42., 42., 42., 43., 42., 42., 42., 42., 42., 42., 42., 43., 42., 42., 42., 42., 43., 54., 43., 42., 43., 43., 42., 42., 42., 43., 42., 42., 42., 43., 43., 42., 43., 42., 42., 43., 42., 43., 42., 43., 42., 42., 43.}","{87., 72., 66., 64., 65., 75., 66., 64., 65., 63., 64., 64., 64., 63., 63., 63., 64., 63., 63., 63., 64., 64., 63., 64., 64., 63., 63., 63., 63., 63., 63., 63., 64., 63., 63., 63., 64., 63., 64., 63., 63., 64., 64., 64., 64., 63., 64., 64., 64., 63.}",""
56,57,"fire8/concat","fire9/squeeze1x1",62.,63.7333,83.,77.,79.9667,168.,141.,142.4,199.,79.,78.6667,116.,62.4333,62.4333,31.,"{83., 69., 66., 65., 65., 63., 64., 64., 64., 64., 64., 63., 64., 78., 65., 64., 63., 64., 64., 63., 63., 63., 63., 63., 64., 63., 63., 63., 62., 63., 63., 73., 65., 65., 64., 63., 63., 64., 64., 63., 64., 64., 64., 63., 64., 64., 64., 64., 64., 64.}","{168., 87., 80., 79., 77., 78., 78., 77., 77., 87., 105., 88., 87., 89., 92., 89., 87., 88., 86., 87., 86., 108., 78., 79., 79., 77., 78., 78., 78., 77., 78., 77., 77., 77., 79., 77., 78., 77., 78., 78., 78., 79., 78., 92., 80., 79., 77., 77., 77., 78.}","{199., 148., 144., 143., 143., 143., 142., 143., 141., 142., 142., 142., 142., 143., 142., 141., 141., 141., 162., 187., 157., 156., 158., 171., 160., 161., 142., 142., 143., 142., 143., 143., 142., 142., 142., 142., 143., 142., 142., 142., 141., 141., 142., 142., 142., 142., 142., 143., 142., 141.}"
57,58,"fire9/squeeze1x1","fire9/relu_squeeze1x1",76.,80.,166.,33.,33.2333,46.,85.,88.9333,186.,9.,8.933300000000001,20.,55.7,55.7,140.,"{166., 86., 80., 78., 79., 79., 79., 78., 78., 79., 77., 78., 76., 79., 77., 77., 79., 108., 91., 88., 89., 86., 87., 87., 89., 87., 103., 88., 87., 90., 79., 78., 78., 79., 80., 77., 77., 78., 79., 78., 78., 78., 80., 78., 78., 78., 79., 77., 78., 79.}","{46., 36., 35., 34., 34., 34., 33., 34., 33., 33., 34., 34., 33., 34., 33., 33., 34., 46., 35., 33., 33., 34., 33., 33., 33., 34., 33., 33., 33., 33., 33., 33., 33., 34., 33., 33., 33., 34., 33., 33., 33., 33., 33., 33., 33., 33., 33., 33., 33., 33.}","{186., 95., 90., 93., 88., 87., 88., 87., 87., 86., 87., 87., 86., 85., 88., 94., 119., 98., 98., 99., 97., 102., 97., 98., 97., 96., 103., 88., 86., 87., 86., 87., 87., 87., 86., 86., 85., 87., 89., 86., 87., 86., 86., 85., 88., 88., 99., 87., 87., 86.}"
58,59,"fire9/relu_squeeze1x1","fire9/expand1x1",33.,33.1667,47.,66.,67.1667,129.,75.,78.10000000000001,124.,42.,44.9333,77.,10.933300000000001,10.933300000000001,-5.,"{47., 37., 34., 34., 34., 34., 34., 33., 33., 33., 34., 33., 33., 33., 33., 33., 33., 33., 33., 33., 33., 33., 33., 33., 34., 34., 33., 33., 33., 34., 33., 33., 33., 33., 33., 33., 33., 34., 33., 34., 33., 33., 34., 33., 33., 33., 33., 33., 34., 33.}","{129., 80., 71., 69., 68., 85., 69., 67., 67., 69., 68., 73., 67., 68., 67., 68., 66., 68., 67., 68., 66., 67., 69., 68., 67., 67., 67., 68., 66., 66., 67., 68., 67., 67., 66., 68., 67., 66., 66., 67., 66., 66., 67., 66., 66., 66., 66., 69., 66., 66.}","{124., 83., 78., 77., 90., 79., 77., 76., 76., 76., 77., 76., 76., 76., 75., 75., 75., 76., 85., 104., 85., 85., 85., 85., 86., 84., 86., 84., 84., 86., 87., 101., 77., 76., 76., 75., 76., 76., 75., 75., 75., 75., 76., 76., 75., 75., 75., 75., 75., 75.}"
59,60,"fire9/expand1x1","fire9/relu_expand1x1",65.,67.10000000000001,134.,42.,42.6,62.,98.,99.33330000000001,163.,33.,32.2333,29.,56.7333,56.7333,101.,"{134., 81., 70., 81., 70., 68., 67., 67., 67., 67., 67., 67., 68., 67., 67., 67., 67., 69., 67., 66., 67., 69., 69., 67., 67., 67., 66., 66., 67., 67., 67., 67., 67., 66., 67., 67., 66., 66., 69., 72., 67., 68., 67., 67., 66., 67., 67., 65., 66., 66.}","{62., 46., 44., 43., 43., 43., 43., 42., 42., 43., 42., 42., 43., 43., 43., 42., 43., 43., 43., 43., 42., 42., 43., 43., 42., 42., 42., 42., 43., 42., 43., 43., 42., 42., 43., 43., 42., 42., 43., 42., 42., 43., 43., 43., 42., 43., 42., 43., 42., 42.}","{163., 106., 102., 99., 99., 100., 99., 99., 99., 100., 100., 99., 98., 100., 100., 99., 100., 98., 98., 100., 100., 99., 99., 98., 100., 99., 98., 98., 99., 100., 100., 100., 99., 99., 100., 115., 101., 99., 98., 100., 99., 104., 98., 100., 98., 98., 99., 98., 98., 100.}"
60,61,"fire9/relu_expand1x1","fire9/expand3x3",40.,41.,60.,272.,274.2667,340.,"","","","","","","","","","{60., 45., 42., 42., 41., 42., 41., 41., 42., 41., 41., 41., 41., 40., 41., 41., 41., 41., 41., 41., 41., 41., 41., 41., 51., 43., 41., 41., 41., 41., 41., 40., 40., 40., 41., 41., 42., 41., 40., 40., 41., 40., 41., 41., 41., 41., 41., 42., 41., 41.}","{340., 283., 277., 276., 276., 275., 275., 274., 275., 275., 290., 275., 274., 273., 273., 273., 274., 274., 274., 274., 273., 273., 273., 273., 285., 276., 273., 274., 300., 316., 307., 307., 295., 273., 272., 273., 273., 274., 282., 276., 274., 274., 274., 274., 273., 273., 273., 273., 273., 273.}",""
61,62,"fire9/expand3x3","fire9/relu_expand3x3",272.,274.0667,358.,40.,40.9667,59.,304.,306.3,363.,32.,32.2333,5.,265.3333,265.3333,304.,"{358., 330., 314., 274., 276., 273., 274., 274., 273., 272., 273., 273., 272., 273., 272., 273., 289., 275., 274., 274., 273., 273., 273., 273., 273., 273., 281., 273., 273., 274., 281., 275., 273., 273., 298., 307., 307., 307., 295., 273., 272., 272., 273., 272., 282., 275., 274., 273., 273., 272.}","{59., 45., 42., 42., 41., 41., 41., 40., 41., 40., 41., 41., 41., 40., 40., 40., 41., 40., 40., 41., 41., 40., 40., 40., 41., 41., 41., 41., 40., 41., 41., 41., 52., 42., 41., 41., 41., 41., 41., 41., 41., 41., 41., 41., 41., 41., 41., 41., 41., 41.}","{361., 357., 346., 361., 352., 305., 306., 306., 306., 305., 306., 306., 306., 305., 305., 304., 315., 307., 305., 305., 305., 305., 304., 305., 305., 306., 309., 304., 305., 312., 307., 306., 304., 363., 345., 342., 343., 306., 305., 304., 305., 321., 307., 306., 305., 305., 305., 306., 306., 305.}"
62,63,"fire9/relu_expand3x3","fire9/concat",40.,41.033300000000004,59.,63.,64.10000000000001,86.,"","","","","","","","","","{59., 46., 55., 42., 42., 42., 41., 42., 41., 41., 42., 41., 42., 41., 41., 41., 41., 41., 41., 42., 41., 41., 41., 41., 40., 41., 41., 41., 41., 41., 41., 41., 41., 41., 41., 41., 41., 41., 41., 41., 40., 41., 41., 41., 41., 41., 42., 41., 41., 41.}","{86., 70., 66., 66., 65., 65., 64., 65., 64., 65., 75., 65., 66., 64., 65., 64., 65., 64., 64., 64., 64., 64., 64., 64., 64., 64., 64., 64., 63., 64., 64., 63., 63., 63., 64., 64., 64., 63., 63., 64., 63., 64., 64., 63., 63., 64., 64., 64., 64., 64.}",""
63,64,"fire9/concat","drop9",63.,63.566700000000004,83.,48.,48.9333,74.,63.,63.8667,84.,0.,0.3,1.,14.933300000000001,14.933300000000001,10.,"{83., 70., 66., 64., 66., 64., 64., 64., 65., 64., 64., 64., 63., 64., 63., 64., 63., 82., 66., 65., 63., 64., 65., 63., 63., 63., 64., 63., 64., 63., 63., 64., 63., 63., 63., 63., 63., 63., 64., 64., 64., 63., 63., 64., 64., 63., 63., 63., 63., 63.}","{74., 54., 50., 49., 49., 49., 49., 49., 48., 48., 49., 49., 49., 48., 49., 49., 49., 49., 49., 49., 49., 49., 49., 49., 49., 49., 49., 49., 48., 49., 49., 49., 49., 48., 48., 48., 48., 49., 49., 49., 48., 48., 48., 49., 49., 49., 48., 54., 51., 49.}","{84., 69., 66., 65., 64., 64., 64., 64., 64., 63., 64., 65., 64., 64., 63., 63., 64., 64., 64., 64., 64., 77., 65., 64., 64., 64., 63., 64., 64., 63., 64., 64., 64., 64., 64., 63., 63., 63., 64., 64., 63., 63., 63., 63., 64., 64., 64., 63., 64., 63.}"
64,65,"drop9","conv10",48.,49.,73.,446.,450.70000000000005,523.,445.,448.7667,535.,397.,399.7667,462.,-1.9333,-1.9333,12.,"{73., 54., 51., 50., 49., 49., 49., 48., 50., 49., 49., 49., 48., 49., 49., 48., 49., 49., 49., 49., 49., 48., 48., 54., 50., 49., 49., 48., 49., 50., 49., 49., 49., 49., 48., 49., 49., 49., 49., 49., 49., 49., 48., 49., 49., 49., 49., 48., 49., 49.}","{517., 493., 505., 523., 450., 449., 449., 446., 449., 449., 448., 447., 464., 449., 448., 447., 447., 448., 448., 448., 460., 448., 447., 497., 502., 493., 447., 448., 447., 461., 449., 447., 447., 448., 446., 448., 447., 449., 466., 453., 450., 447., 451., 449., 450., 512., 519., 493., 449., 449.}","{535., 465., 469., 449., 447., 446., 448., 446., 447., 447., 447., 462., 448., 447., 447., 447., 446., 446., 488., 502., 532., 449., 448., 447., 448., 445., 446., 448., 446., 461., 449., 448., 446., 447., 447., 445., 447., 459., 448., 448., 499., 501., 502., 447., 446., 447., 461., 447., 445., 447.}"
65,66,"conv10","relu_conv10",444.,449.20000000000005,523.,94.,94.7667,116.,568.,572.9333,661.,124.,123.7333,138.,478.16670000000005,478.16670000000005,545.,"{513., 451., 466., 449., 446., 523., 497., 474., 445., 448., 446., 459., 446., 444., 447., 445., 446., 444., 445., 462., 446., 445., 445., 447., 446., 445., 476., 500., 516., 459., 447., 448., 446., 445., 446., 446., 444., 461., 448., 446., 445., 447., 446., 446., 446., 445., 465., 450., 489., 502.}","{116., 100., 97., 96., 95., 96., 96., 96., 96., 95., 95., 96., 96., 95., 95., 96., 95., 95., 95., 94., 94., 95., 94., 95., 94., 95., 105., 95., 95., 95., 94., 95., 94., 94., 94., 95., 94., 94., 94., 95., 94., 94., 94., 95., 95., 94., 94., 94., 94., 94.}","{651., 576., 572., 570., 571., 613., 641., 627., 571., 569., 570., 570., 570., 583., 568., 571., 570., 570., 569., 570., 584., 569., 600., 640., 620., 571., 568., 582., 571., 570., 571., 571., 568., 570., 584., 571., 569., 569., 569., 570., 660., 661., 574., 572., 573., 572., 573., 572., 587., 573.}"
66,67,"relu_conv10","pool10",94.,94.80000000000001,119.,3601.,3613.1667,3647.,3645.,3675.8667,3702.,3551.,3581.0667000000003,3583.,62.7,62.7,55.,"{119., 101., 98., 95., 96., 94., 96., 106., 97., 95., 95., 95., 95., 95., 95., 94., 95., 94., 95., 94., 95., 94., 94., 94., 96., 95., 95., 94., 94., 95., 94., 94., 95., 95., 94., 95., 95., 95., 94., 95., 94., 95., 96., 94., 95., 94., 95., 95., 95., 109.}","{3647., 3616., 3612., 3618., 3609., 3605., 3614., 3609., 3621., 3611., 3612., 3616., 3615., 3611., 3618., 3601., 3617., 3614., 3610., 3620., 3624., 3616., 3619., 3615., 3610., 3617., 3601., 3615., 3613., 3610., 3619., 3616., 3610., 3617., 3611., 3610., 3607., 3607., 3611., 3617., 3612., 3616., 3613., 3610., 3631., 3613., 3612., 3608., 3606., 3607.}","{3702., 3676., 3689., 3675., 3670., 3672., 3670., 3681., 3675., 3672., 3680., 3680., 3673., 3688., 3673., 3672., 3682., 3645., 3683., 3673., 3657., 3681., 3671., 3681., 3686., 3675., 3671., 3684., 3671., 3681., 3661., 3672., 3683., 3673., 3674., 3684., 3674., 3680., 3673., 3672., 3677., 3671., 3659., 3683., 3672., 3674., 3681., 3679., 3684., 3673.}"
67,68,"pool10","flatten",3602.,3612.8333000000002,3632.,25.,25.8333,42.,3588.,3611.4333,3637.,-14.,-1.4000000000000001,5.,3585.6000000000004,3585.6000000000004,3595.,"{3632., 3631., 3611., 3610., 3617., 3627., 3622., 3614., 3610., 3619., 3603., 3605., 3617., 3610., 3611., 3617., 3613., 3625., 3625., 3609., 3602., 3613., 3608., 3619., 3609., 3611., 3616., 3612., 3610., 3616., 3608., 3603., 3611., 3607., 3619., 3610., 3611., 3624., 3611., 3610., 3613., 3611., 3624., 3610., 3612., 3617., 3613., 3609., 3620., 3610.}","{42., 29., 27., 26., 26., 26., 26., 26., 26., 26., 26., 26., 25., 25., 26., 26., 26., 26., 25., 25., 25., 26., 26., 26., 25., 25., 25., 25., 26., 26., 26., 26., 26., 26., 26., 25., 25., 25., 26., 26., 26., 26., 26., 25., 25., 25., 26., 26., 26., 26.}","{3637., 3616., 3621., 3612., 3597., 3607., 3614., 3607., 3621., 3610., 3619., 3609., 3613., 3622., 3619., 3588., 3626., 3610., 3607., 3615., 3609., 3616., 3610., 3610., 3613., 3608., 3600., 3613., 3607., 3608., 3615., 3609., 3612., 3613., 3610., 3615., 3600., 3607., 3619., 3613., 3609., 3617., 3609., 3615., 3613., 3608., 3608., 3610., 3607., 3614.}"
68,69,"flatten","probabilities",25.,25.900000000000002,42.,44.,44.1667,56.,44.,44.6667,60.,19.,18.7667,18.,0.5,0.5,4.,"{42., 29., 27., 26., 26., 26., 26., 26., 26., 25., 25., 26., 26., 25., 25., 26., 26., 25., 25., 26., 25., 25., 26., 26., 25., 26., 26., 25., 26., 26., 26., 25., 32., 27., 26., 27., 26., 26., 26., 26., 25., 26., 26., 25., 26., 26., 26., 26., 26., 26.}","{56., 46., 45., 45., 44., 44., 44., 44., 44., 44., 44., 44., 52., 45., 44., 44., 44., 44., 44., 45., 44., 44., 44., 44., 44., 44., 45., 44., 45., 44., 45., 44., 45., 44., 45., 44., 44., 45., 44., 45., 44., 44., 44., 44., 44., 45., 44., 44., 44., 44.}","{60., 48., 46., 45., 45., 45., 44., 44., 45., 45., 45., 58., 45., 45., 45., 45., 44., 44., 45., 44., 44., 45., 44., 45., 44., 44., 44., 45., 44., 44., 45., 44., 44., 45., 45., 45., 44., 44., 45., 45., 44., 45., 45., 44., 44., 45., 45., 45., 44., 45.}"
